"UEI","Start Date","End Date","Duration(Days)","Main Cause","Location","Districts","State","Latitude","Longitude","Severity","Area Affected","Human fatality","Human injured","Human Displaced","Animal Fatality","Description of Casualties/injured","Extent of damage ","Event Source","Event Souce ID"
"UEI-DFO-FL-1985-0001","1985-06-23","1985-06-27","4","Heavy rain","","","","14.5398","75.0937","1","254234.6","95","","25000","","","","DFO","27"
"UEI-DFO-FL-1985-0002","1985-07-18","1985-07-30","12","Heavy rain","","","","32.8353","76.9103","1","117441.17","340","","20000","","","","DFO","33"
"UEI-DFO-FL-1985-0003","1985-09-13","1985-10-15","32","Heavy rain","","","","26.4816","82.8434","2","89994.67","557","","152000","","","","DFO","53"
"UEI-DFO-FL-1985-0004","1985-10-18","1985-10-20","2","Tropical cyclone","","","","21.1495","86.7154","2","46758.64","49","","150000","","","","DFO","61"
"UEI-DFO-FL-1986-0001","1986-06-15","1986-08-20","66","Monsoonal rain","","","","25.6339","84.0726","1","507167.44","258","","3040000","","","","DFO","93"
"UEI-DFO-FL-1986-0002","1986-08-15","1986-08-22","7","Monsoonal rain","","","","17.4331","80.187","1","107355.33","150","","3000000","","","","DFO","98"
"UEI-DFO-FL-1986-0003","1986-09-22","1986-10-10","18","Heavy rain","","","","23.6547","89.4296","1","231516.28","49","","700000","","","","DFO","106"
"UEI-DFO-FL-1988-0001","1988-05-23","1988-11-06","167","Monsoonal rain","","","","26.4813","92.0622","1","42285.99","76","","43000","","","","DFO","180"
"UEI-DFO-FL-1988-0002","1988-06-21","1988-07-14","23","Heavy rain","","","","26.988","92.926","1","70501.83","34","","2000000","","","","DFO","190"
"UEI-DFO-FL-1988-0003","1988-04-07","1988-08-08","123","Monsoonal rain","","","","28.886","80.7246","2","847737.26","233","","500000","","","","DFO","196"
"UEI-DFO-FL-1988-0004","1988-07-14","1988-07-27","13","Heavy rain","","","","22.0189","71.1117","1","76352.55","97","","25000","","","","DFO","203"
"UEI-DFO-FL-1988-0005","1988-07-31","1988-02-08","Diffing the dates","Heavy rain","","","","18.4311","80.713","1","94871.79","50","","0","","","","DFO","214"
"UEI-DFO-FL-1988-0006","1988-08-23","1988-09-15","23","Monsoonal rain","","","","26.5037","86.5429","1","626872.46","876","","2000","","","","DFO","228"
"UEI-DFO-FL-1988-0007","1988-09-21","1988-08-10","Diffing the dates","Heavy rain","","","","30.9339","75.0459","2","268528.55","731","","1250000","","","","DFO","253"
"UEI-DFO-FL-1988-0008","1988-03-10","1988-04-10","31","Heavy rain","","","","19.1131","72.8962","1","605.213","23","","0","","","","DFO","255"
"UEI-DFO-FL-1989-0001","1989-07-22","1989-07-31","9","Monsoonal rain","","","","15.1816","76.4736","1","905209.24","780","","0","","","","DFO","330"
"UEI-DFO-FL-1989-0002","1989-05-07","1989-10-08","154","Monsoonal rain","","","","24.8678","92.8291","2","112816.35","31","","32000","","","","DFO","334"
"UEI-DFO-FL-1989-0003","1989-03-09","1989-10-09","214","Heavy rain","","","","26.4375","80.8611","1","204979.38","7","","0","","","","DFO","360"
"UEI-DFO-FL-1990-0001","1990-03-21","1990-03-22","1","Torrential rain","","","","33.8036","76.2592","1","90818.98","17","","0","","","","DFO","401"
"UEI-DFO-FL-1990-0002","1990-10-05","1990-05-13","Diffing the dates","Tropical cyclone","","","","16.2843","80.6926","1","267344.4","430","","470000","","","","DFO","411"
"UEI-DFO-FL-1990-0003","1990-06-13","1990-06-18","5","Monsoonal rain","","","","26.7553","92.7754","2","53045.31","21","","0","","","","DFO","419"
"UEI-DFO-FL-1990-0004","1990-03-07","1990-07-24","139","Monsoonal rain","","","","26.7055","78.8703","1","1100663.3","425","","63517","","","","DFO","431"
"UEI-DFO-FL-1990-0005","1990-08-13","1990-08-14","1","Heavy rain","","","","27.5435","80.6956","1","284926.61","17","","0","","","","DFO","447"
"UEI-DFO-FL-1990-0006","1990-08-19","1990-08-25","6","Monsoonal rain","","","","22.4257","71.3244","1","186161.6","50","","0","","","","DFO","450"
"UEI-DFO-FL-1990-0007","1990-10-17","1990-10-18","1","Heavy rain","","","","26.0747","92.817","1","93839.75","10","","6000","","","","DFO","472"
"UEI-DFO-FL-1990-0008","1990-10-24","1990-10-28","4","Monsoonal rain","","","","11.3982","77.0504","1","13576.31","44","","0","","","","DFO","474"
"UEI-DFO-FL-1991-0001","1991-07-05","1991-11-05","123","Tropical cyclone","","","","24.4696","92.4232","1","26042.82","13","","25000","","","","DFO","510"
"UEI-DFO-FL-1991-0002","1991-10-06","1991-12-06","61","Monsoonal rain","","","","15.733","73.7324","2","491361.5","72","","300000","","","","DFO","521"
"UEI-DFO-FL-1991-0003","1991-07-13","1991-07-19","6","Monsoonal rain","","","","26.6059","92.9592","1","55550.83","25","","400000","","","","DFO","539"
"UEI-DFO-FL-1991-0004","1991-07-29","1991-07-31","2","Monsoonal rain","","","","20.9474","79.1574","1","47249.13","500","","6000","","","","DFO","553"
"UEI-DFO-FL-1991-0005","1991-08-14","1991-08-18","4","Heavy rain","","","","20.2047","84.4178","1","151947.06","15","","0","","","","DFO","570"
"UEI-DFO-FL-1991-0006","1991-08-15","1991-08-29","14","Monsoonal rain","","","","28.3671","81.0334","1","547679.02","88","","0","","","","DFO","571"
"UEI-DFO-FL-1991-0007","1991-01-09","1991-09-14","248","Monsoonal rain","","","","24.707","85.7348","1","170873.64","0","","87500","","","","DFO","578"
"UEI-DFO-FL-1991-0008","1991-09-14","1991-09-15","1","Monsoonal rain","","","","24.3395","87.8328","1","91960.65","21","","0","","","","DFO","585"
"UEI-DFO-FL-1991-0009","1991-11-13","1991-11-18","5","Heavy rain","","","","14.0025","79.4752","1","599564.89","90","","85000","","","","DFO","598"
"UEI-DFO-FL-1992-0001","1992-06-15","1992-07-23","38","Monsoonal rain","","","","16.5216","75.9695","1","752428.66","90","","8000","","","","DFO","656"
"UEI-DFO-FL-1992-0002","1992-10-07","1992-07-20","Diffing the dates","Heavy rain","","","","26.9122","94.46","1","28221.72","0","","0","","","","DFO","667"
"UEI-DFO-FL-1992-0003","1992-07-26","1992-07-08","Diffing the dates","Monsoonal rain","","","","20.5033","86.0449","1","44021.23","16","","0","","","","DFO","672"
"UEI-DFO-FL-1992-0004","1992-01-08","1992-03-09","61","Monsoonal rain","","","","24.8678","80.7003","1","518125.28","40","","2000","","","","DFO","675"
"UEI-DFO-FL-1992-0005","1992-12-09","1992-11-20","Diffing the dates","Tropical cyclone","","","","13.0242","78.8487","2","552562.43","263","","20000","","","","DFO","694"
"UEI-DFO-FL-1993-0001","1993-04-06","1993-06-22","77","Monsoonal rain","","","","24.9382","92.0974","1","259045.68","238","","950000","","","","DFO","747"
"UEI-DFO-FL-1993-0002","1993-08-07","1993-08-13","6","Monsoonal rain","","","","25.1622","89.7567","2","531506.66","3083","","9370926","","","","DFO","757"
"UEI-DFO-FL-1993-0003","1993-09-09","1993-09-17","8","Heavy rain","","","","27.9917","78.9675","1","65928.48","232","","4590","","","","DFO","778"
"UEI-DFO-FL-1993-0004","1993-11-10","1993-10-21","Diffing the dates","Torrential rain","","","","13.407","75.4042","1","40595.2","35","","40000","","","","DFO","791"
"UEI-DFO-FL-1993-0005","1993-10-11","1993-11-14","34","Heavy rain","","","","11.054","77.5024","1","40501.37","95","","0","","","","DFO","798"
"UEI-DFO-FL-1993-0006","1993-04-12","1993-12-15","247","Tropical cyclone","","","","12.5851","79.9572","1","7968.64","70","","45000","","","","DFO","804"
"UEI-DFO-FL-1994-0001","1994-01-07","1994-07-24","198","Monsoonal rain","","","","20.6258","76.6191","1","1981837.41","617","","800000","","","","DFO","855"
"UEI-DFO-FL-1994-0002","1994-03-07","1994-12-07","275","Monsoonal rain","","","","31.7869","77.252","1","52338.52","60","","0","","","","DFO","858"
"UEI-DFO-FL-1994-0003","1994-04-08","1994-11-08","214","Monsoonal rain","","","","27.586","80.6237","1","292130.64","53","","3000","","","","DFO","879"
"UEI-DFO-FL-1994-0004","1994-08-08","1994-10-08","61","Torrential rain","","","","31.7821","76.9177","1","16795.7","11","","0","","","","DFO","880"
"UEI-DFO-FL-1994-0005","1994-08-20","1994-08-23","3","Torrential rain","","","","31.7668","77.27","1","14450.04","9","","0","","","","DFO","887"
"UEI-DFO-FL-1994-0006","1994-08-26","1994-02-09","Diffing the dates","Monsoonal rain","","","","20.7866","79.2684","1","44159.25","26","","0","","","","DFO","892"
"UEI-DFO-FL-1994-0007","1994-08-31","1994-05-09","Diffing the dates","Monsoonal rain","","","","31.5294","77.0555","1","5275.13","20","","0","","","","DFO","894"
"UEI-DFO-FL-1994-0008","1994-02-09","1994-07-09","150","Monsoonal rain","","","","20.1358","84.4369","1","154649.2","0","","0","","","","DFO","895"
"UEI-DFO-FL-1994-0009","1994-10-27","1994-10-31","4","Tropical cyclone","","","","10.7214","78.7248","1","89229.9","40","","0","","","","DFO","909"
"UEI-DFO-FL-1994-0010","1994-10-30","1994-04-11","Diffing the dates","Tropical cyclone","","","","16.2498","80.0422","1","110657.58","230","","16000","","","","DFO","911"
"UEI-DFO-FL-1995-0001","1995-02-06","1995-03-06","28","Heavy rain","","","","23.2582","92.8575","1","20147.72","40","","3200","","","","DFO","959"
"UEI-DFO-FL-1995-0002","1995-06-20","1995-06-23","3","Monsoonal rain","","","","26.0363","92.8902","1","102906.11","17","","1000000","","","","DFO","963"
"UEI-DFO-FL-1995-0003","1995-01-09","1995-09-20","254","Monsoonal rain","","","","28.2424","76.8263","1","762936.89","600","","2000000","","","","DFO","990"
"UEI-DFO-FL-1995-0004","1995-05-09","1995-08-09","92","Monsoonal rain","","","","27.5887","88.4616","1","6520.57","35","","0","","","","DFO","992"
"UEI-DFO-FL-1995-0005","1995-09-26","1995-02-10","Diffing the dates","Monsoonal rain","","","","22.4615","87.3749","1","308073.2","144","","510000","","","","DFO","1010"
"UEI-DFO-FL-1995-0006","1995-10-20","1995-10-23","3","Tropical cyclone","","","","16.4132","80.612","1","262803.2","94","","12000","","","","DFO","1027"
"UEI-DFO-FL-1996-0001","1996-10-06","1996-06-30","Diffing the dates","Monsoonal rain","","","","26.5766","73.762","1","328726.92","63","","20000","","","","DFO","1080"
"UEI-DFO-FL-1996-0002","1996-10-07","1996-07-24","Diffing the dates","Monsoonal rain","","","","27.4105","92.3599","1","128966.83","82","","3000000","","","","DFO","1088"
"UEI-DFO-FL-1996-0003","1996-07-17","1996-10-08","83","Heavy rain","","","","24.7685","85.6883","1","171939.46","74","","4000000","","","","DFO","1090"
"UEI-DFO-FL-1996-0004","1996-10-21","1996-10-25","4","Heavy Rain","","","","15.0341","78.7288","1","177527.02","326","","100000","","","","DFO","1125"
"UEI-DFO-FL-1996-0005","1996-06-11","1996-10-11","122","Tropical Cyclone","","","","17.0009","81.7657","2","21445.46","2500","","140000","","","","DFO","1128"
"UEI-DFO-FL-1997-0001","1997-01-08","1997-11-08","304","Monsoonal rain","","","","24.0572","86.2554","1","201818.75","24","","100000","","","","DFO","1168"
"UEI-DFO-FL-1997-0002","1997-08-08","1997-08-14","6","Monsoonal rain","","","","31.7905","77.3409","1","57530.65","200","","0","","","","DFO","1172"
"UEI-DFO-FL-1997-0003","1997-06-22","1997-08-26","65","Monsoonal rain","","","","22.4404","71.3091","1","183142.55","273","","20000","","","","DFO","1232"
"UEI-DFO-FL-1997-0004","1997-05-07","1997-07-22","76","Monsoonal rain","","","","9.49041","76.6811","1","233024.37","100","","0","","","","DFO","1256"
"UEI-DFO-FL-1997-0005","1997-05-07","1997-07-14","68","Monsoonal rain","","","","26.0909","92.9144","1","70603.06","97","","0","","","","DFO","1258"
"UEI-DFO-FL-1997-0006","1997-08-22","1997-08-26","4","Monsoonal rain","","","","33.9398","74.8298","1","40014.04","26","","0","","","","DFO","1265"
"UEI-DFO-FL-1997-0007","1997-08-19","1997-08-24","5","Monsoonal rain","","","","18.8234","75.4418","1","228334.99","50","","10000","","","","DFO","1267"
"UEI-DFO-FL-1997-0008","1997-09-19","1997-09-24","5","Tropical cyclone","","","","16.9874","82.1012","1","80644.64","32","","20000","","","","DFO","1275"
"UEI-DFO-FL-1997-0009","1997-04-12","1997-09-12","153","Monsoonal rain","","","","13.8493","78.9883","1","384888.4","6","","0","","","","DFO","1295"
"UEI-DFO-FL-1998-0001","1998-09-06","1998-11-06","61","Extra-tropical cyclone","","","","24.0181","68.8677","1","4931.72","1126","","15000","","","","DFO","1383"
"UEI-DFO-FL-1998-0002","1998-09-16","1998-09-18","2","Dam/Levy, break or release","","","","20.4037","74.4164","1","214517.36","12","","50000","","","","DFO","1444"
"UEI-DFO-FL-1998-0003","1998-01-10","1998-10-20","283","Heavy rain","","","","16.1464","79.4042","1","194230.08","230","","80000","","","","DFO","1457"
"UEI-DFO-FL-1999-0001","1999-09-24","1999-09-29","5","Torrential rain","","","","23.3997","88.9474","1","168965.63","45","","0","","","","DFO","1559"
"UEI-DFO-FL-1999-0002","1999-10-29","1999-12-11","43","Tropical cyclone","","","","21.1735","85.3527","2","191940.24","9803","","10000000","","","","DFO","1567"
"UEI-DFO-FL-2000-0001","2000-10-06","2000-06-16","Diffing the dates","Dam/Levy, break or release","","","","27.4268","94.7981","2","55286.73","30","","50000","","","","DFO","1606"
"UEI-DFO-FL-2000-0002","2000-07-31","2000-04-08","Diffing the dates","Torrential rain","","","","31.806","77.6925","1","12415.81","140","","4000","","","","DFO","1616"
"UEI-DFO-FL-2000-0003","2000-02-08","2000-08-30","204","Monsoonal rain","","","","27.094","94.643","1","326457.88","637","","10504000","","","","DFO","1617"
"UEI-DFO-FL-2000-0004","2000-08-23","2000-08-31","8","Torrential rain","","","","17.1335","79.2098","2","129459.76","162","","3000000","","","","DFO","1623"
"UEI-DFO-FL-2000-0005","2000-08-29","2000-09-14","16","Monsoonal rain","","","","26.9607","80.4678","1","223178.01","578","","0","","","","DFO","1626"
"UEI-DFO-FL-2000-0006","2000-08-30","2000-01-09","Diffing the dates","Heavy rain","","","","19.9343","80.0385","1","36854.1","40","","5000","","","","DFO","1628"
"UEI-DFO-FL-2000-0007","2000-09-18","2000-10-21","33","Monsoonal rain","","","","24.0841","88.5453","2","155000.88","1468","","24000000","","","","DFO","1641"
"UEI-DFO-FL-2000-0008","2000-07-17","2000-07-30","13","Monsoonal rain","","","","15.811","74.5207","1","107052.9","140","","0","","","","DFO","1615"
"UEI-DFO-FL-2001-0001","2001-05-06","2001-06-22","47","Monsoonal rain","","","","24.4457","92.0058","1","17561.54","15","","800000","","","","DFO","1731"
"UEI-DFO-FL-2001-0002","2001-06-20","2001-06-21","1","Monsoonal rain","","","","22.8284","71.2868","1","38728.34","29","","0","","","","DFO","1737"
"UEI-DFO-FL-2001-0003","2001-04-07","2001-07-16","100","Monsoonal rain","","","","9.72651","76.423","1","4467.85","86","","40000","","","","DFO","1744"
"UEI-DFO-FL-2001-0004","2001-08-07","2001-10-08","62","Monsoonal rain","","","","21.0559","84.7987","2","105057.29","100","","2000000","","","","DFO","1747"
"UEI-DFO-FL-2001-0005","2001-07-16","2001-07-16","0","Torrential rain","","","","30.7738","79.8583","1","2458.01","26","","0","","","","DFO","1753"
"UEI-DFO-FL-2001-0006","2001-08-14","2001-08-15","1","Heavy rain","","","","32.6061","76.1481","1","3009.11","16","","0","","","","DFO","1779"
"UEI-DFO-FL-2001-0007","2001-08-20","2001-11-09","81","Heavy rain","","","","26.7556","83.0513","1","35442.06","65","","300000","","","","DFO","1789"
"UEI-DFO-FL-2001-0008","2001-07-09","2001-09-24","77","Heavy rain","","","","26.5321","84.87","1","30123.95","146","","30000","","","","DFO","1791"
"UEI-DFO-FL-2001-0009","2001-09-30","2001-02-10","Diffing the dates","Torrential rain","","","","16.746","79.1214","1","44526.51","12","","9000","","","","DFO","1803"
"UEI-DFO-FL-2001-0010","2001-10-16","2001-10-21","5","Heavy rain","","","","14.8405","79.054","1","87384.5","143","","50000","","","","DFO","1811"
"UEI-DFO-FL-2002-0001","2002-02-02","2002-05-02","89","Heavy rain","","","","10.4517","78.7843","1","35586.88","11","","0","","","","DFO","1871"
"UEI-DFO-FL-2002-0002","2002-06-16","2002-06-22","6","Monsoonal rain","","","","27.8034","95.3833","1","3790.23","0","","25000","","","","DFO","1952"
"UEI-DFO-FL-2002-0003","2002-06-25","2002-06-26","1","Dam/Levy, break or release","","","","22.342","88.9351","1","41.7932","4","","11000","","","","DFO","1967"
"UEI-DFO-FL-2002-0004","2002-06-26","2002-03-07","Diffing the dates","Monsoonal rain","","","","20.8681","73.6623","1","170587.72","169","","28000","","","","DFO","1969"
"UEI-DFO-FL-2002-0005","2002-06-21","2002-08-28","68","Monsoonal rain","","","","25.8418","89.2696","1","276609.37","503","","15000000","","","","DFO","1974"
"UEI-DFO-FL-2002-0006","2002-11-08","2002-08-13","Diffing the dates","Heavy rain","","","","30.5622","78.5235","1","6762.02","33","","0","","","","DFO","2027"
"UEI-DFO-FL-2002-0007","2002-03-09","2002-06-09","92","Monsoonal rain","","","","21.5391","73.2201","1","78978.7","22","","5000","","","","DFO","2049"
"UEI-DFO-FL-2002-0008","2002-10-10","2002-10-16","6","Monsoonal rain","","","","11.8739","75.527","1","9745.41","11","","0","","","","DFO","2069"
"UEI-DFO-FL-2002-0009","2002-10-31","2002-04-11","Diffing the dates","Heavy rain","","","","10.9485","79.0643","1","22713.01","20","","300","","","","DFO","2081"
"UEI-DFO-FL-2003-0001","2003-06-21","2003-06-24","3","Monsoonal rain","","","","12.9158","74.9274","1","766.522","4","","0","","","","DFO","2258"
"UEI-DFO-FL-2003-0002","2003-06-20","2003-06-26","6","Monsoonal rain","","","","21.3961","73.44","1","37685.27","4","","0","","","","DFO","2260"
"UEI-DFO-FL-2003-0003","2003-07-29","2003-02-08","Diffing the dates","Monsoonal rain","","","","21.9811","73.9596","1","12776.68","2","","14000","","","","DFO","2299"
"UEI-DFO-FL-2003-0004","2003-07-29","2003-03-08","Diffing the dates","Monsoonal rain","","","","19.1881","79.2948","1.5","21087.65","2","","14000","","","","DFO","2312"
"UEI-DFO-FL-2003-0005","2003-08-27","2003-10-20","54","Monsoonal rain","","","","20.6258","85.8936","1","117883.62","67","","3000000","","","","DFO","2338"
"UEI-DFO-FL-2004-0001","2004-09-06","2004-11-06","61","Monsoonal rain","","","","12.1226","75.4747","1","8999.41","45","","1000","","","","DFO","2496"
"UEI-DFO-FL-2004-0002","2004-06-20","2004-07-10","20","Monsoonal rain","","","","25.4989","85.8918","2","1162598.06","3000","","40000000","","","","DFO","2507"
"UEI-DFO-FL-2004-0003","2004-01-08","2004-08-09","214","Monsoonal rain","","","","21.0247","73.7641","1","638379.86","210","","100000","","","","DFO","2541"
"UEI-DFO-FL-2004-0004","2004-07-10","2004-10-18","100","Heavy rain","","","","24.6862","89.4002","1","161739.65","210","","100000","","","","DFO","2570"
"UEI-DFO-FL-2005-0001","2005-06-26","2005-06-29","3","Heavy rain","","","","31.6718","78.4423","1","6530.74","6","","5000","","","","DFO","2678"
"UEI-DFO-FL-2005-0002","2005-06-28","2005-07-15","17","Monsoonal rain","","","","21.433","73.0739","2","73780.97","202","","500000","","","","DFO","2680"
"UEI-DFO-FL-2005-0003","2005-06-29","2005-03-07","Diffing the dates","Monsoonal rain","","","","20.9765","86.4305","1","6802.76","1","","140000","","","","DFO","2682"
"UEI-DFO-FL-2005-0004","2005-02-07","2005-07-15","158","Monsoonal rain","","","","24.1288","80.1999","1","55740.23","62","","49000","","","","DFO","2686"
