"UEI","Start Date","End Date","Duration(Days)","Main Cause","Location","Districts","State","Latitude","Longitude","Severity","Area Affected","Human fatality","Human injured","Human Displaced","Animal Fatality","Description of Casualties/injured","Extent of damage ","Event Source","Event Souce ID"
"UEI-DFO-FL-2018-0003","2018-06-25","2018-11-07","135","Monsoonal rain","","","","33.3752","75.1439","1","25994.04","3","","0","","","","DFO","4640"
"UEI-DFO-FL-2018-0004","2018-06-22","2018-02-07","Diffing the dates","Monsoonal rain","","","","20.9795","73.783","1","57211.12","20","","0","","","","DFO","4641"
"UEI-DFO-FL-2018-0005","2018-06-07","2018-11-07","153","Monsoonal rain","","","","19.5656","74.5501","1.5","116871.19","1","","300","","","","DFO","4644"
"UEI-DFO-FL-2018-0006","2018-09-07","2018-07-19","Diffing the dates","Monsoonal rain","","","","12.5238","75.6883","1.5","153840.07","12","","34000","","","","DFO","4656"
"UEI-DFO-FL-2018-0007","2018-07-08","2018-10-08","92","Monsoonal rain","","","","9.39943","76.7275","1.5","24440.47","20","","1000","","","","DFO","4663"
"UEI-DFO-FL-2018-0008","2018-02-08","2018-10-08","242","Monsoonal rain","","","","27.2914","94.1222","1.5","73328.62","0","","25000","","","","DFO","4665"
"UEI-DFO-FL-2018-0009","2018-01-09","2018-07-09","181","Monsoonal rain","","","","25.7354","82.4309","1.5","70859.96","20","","1000","","","","DFO","4673"
"UEI-DFO-FL-2018-0010","2018-08-15","2018-07-09","Diffing the dates","Monsoonal rain","","","","26.0513","94.7655","1.5","28864.54","11","","2000","","","","DFO","4675"
"UEI-DFO-FL-2018-0011","2018-09-23","2018-02-10","Diffing the dates","Torrential rain","","","","31.3414","76.6285","1","114348.33","28","","935","","","","DFO","4684"
"UEI-DFO-FL-2018-0012","2018-11-10","2018-12-10","30","Tropical cyclone","","","","17.9","83.3588","1.5","87682.57","7","","300000","","","","DFO","4686"
"UEI-DFO-FL-2019-0001","2019-03-05","2019-07-05","122","Tropical cyclone","","","","21.5427","87.4662","1.5","123330.04","43","","1400000","","","","DFO","4746"
"UEI-DFO-FL-2019-0002","2019-05-24","2019-05-27","3","Heavy Rain","","","","23.4991","91.5736","1.5","9467.55","0","","750","","","","DFO","4752"
"UEI-DFO-FL-2019-0003","2019-06-27","2019-07-13","16","Monsoonal rain","","","","27.3531","94.3944","1","67022.92","3","","50000","","","","DFO","4772"
"UEI-DFO-FL-2019-0004","2019-01-07","2019-05-07","120","Torrential rain","","","","20.2969","74.748","1.5","113845.85","36","","0","","","","DFO","4775"
"UEI-DFO-FL-2019-0005","2019-06-08","2019-09-08","92","Monsoonal rain","","","","11.4575","76.0842","1.5","94518.75","0","","22000","","","","DFO","4784"
"UEI-DFO-FL-2019-0006","2019-05-08","2019-09-08","123","Monsoonal rain","","","","19.1145","83.4825","1.5","302736.26","25","","112500","","","","DFO","4785"
"UEI-DFO-FL-2019-0007","2019-09-13","2019-09-22","9","Monsoonal rain","","","","25.3928","74.3521","1.5","180233.95","0","","4500","","","","DFO","4798"
"UEI-DFO-FL-2019-0008","2019-09-15","2019-09-22","7","Monsoonal rain","","","","24.1511","77.3956","1.5","236728.11","0","","45000","","","","DFO","4799"
"UEI-DFO-FL-2019-0009","2019-10-25","2019-06-11","Diffing the dates","Heavy Rain","","","","27.0678","94.2459","1","106818.77","2","","1000","","","","DFO","4822"
"UEI-DFO-FL-2019-0010","2019-11-30","2019-06-12","Diffing the dates","Heavy Rain","","","","10.8488","78.8554","1.5","104755.46","30","","1000","","","","DFO","4832"
"UEI-EM-DAT-FL-2006-0001","2006-04-15","2006-04-18","3","Flash flood","Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)","","","17.43","82.81","","","","","","","","","EM-DAT","2006-0207"
"UEI-EM-DAT-FL-2006-0002","2006-05-31","2006-07-24","54","Riverine flood","Assam, Tripura provinces","","","26.6","94.02","","","","","","","","","EM-DAT","2006-0262"
"UEI-EM-DAT-FL-2006-0003","2006-05-25","2006-06-02","8","Riverine flood","Kerala province","","","10.54","76.05","","","","","","","","","EM-DAT","2006-0263"
"UEI-EM-DAT-FL-2006-0004","2006-05-31","2006-06-04","4","Riverine flood","Maharashtra, Gujarat provinces","","","18.73","75.23","","","","","","","","","EM-DAT","2006-0265"
"UEI-EM-DAT-FL-2006-0005","2006-06-24","2006-06-27","3","Riverine flood","Ballia, Chandauli districts (Uttar Pradesh province)","","","25.62","83.67","","","","","","","","","EM-DAT","2006-0342"
"UEI-EM-DAT-FL-2006-0006","2006-07-04","2006-07-07","3","Riverine flood","Navsari, The Dangs districts (Gujarat)","","","22.41","71.31","","","","","","","","","EM-DAT","2006-0369"
"UEI-EM-DAT-FL-2006-0007","2006-07-03","2006-07-08","5","Riverine flood","Gajapati, Rayagada districts (Orissa province)","","","19.17","83.65","","","","","","","","","EM-DAT","2006-0370"
"UEI-EM-DAT-FL-2006-0008","2006-07-24","2006-08-22","29","Riverine flood","Jammu and Kashmir provinces","","","34.61","73.2","","","","","","","","","EM-DAT","2006-0389"
"UEI-EM-DAT-FL-2006-0009","2006-07-28","2006-09-12","46","Riverine flood","Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces","","","20.19","73.82","","","","","","","","","EM-DAT","2006-0417"
"UEI-EM-DAT-FL-2006-0012","2006-08-31","2006-09-11","11","Flash flood","Jammu and Kashmir provinces","","","32.89","73.88","","","","","","","","","EM-DAT","2006-0548"
"UEI-EM-DAT-FL-2006-0013","2006-08-29","2006-09-04","6","Riverine flood","Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)","","","27.59","81.52","","","","","","","","","EM-DAT","2006-0549"
"UEI-EM-DAT-FL-2006-0014","2006-10-26","2006-11-04","9","Riverine flood","Tamil Nadu, Andhra Pradesh provinces","","","14.13","79.93","","","","","","","","","EM-DAT","2006-0601"
"UEI-EM-DAT-FL-2006-0015","2006-08-01","2006-09-10","40","Riverine flood","Orissa, Andhra Pradesh, Chhattisgarh provinces","","","18.1","81.53","","","","","","","","","EM-DAT","2006-0712"
"UEI-EM-DAT-FL-2007-0001","2007-06-18","2007-06-26","8","Riverine flood","Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)","","","26.26","94.02","","","","","","","","","EM-DAT","2007-0225"
"UEI-EM-DAT-FL-2007-0002","2007-07-01","2007-07-13","12","Riverine flood","Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh","","","22.02","72.25","","","","","","","","","EM-DAT","2007-0238"
"UEI-EM-DAT-FL-2007-0003","2007-07-01","2007-07-06","5","Riverine flood","Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)","","","21.03","77.52","","","","","","","","","EM-DAT","2007-0239"
"UEI-EM-DAT-FL-2007-0004","2007-06-30","2007-07-13","13","Riverine flood","Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)","","","20.05","81.86","","","","","","","","","EM-DAT","2007-0240"
"UEI-EM-DAT-FL-2007-0005","2007-06-22","2007-07-04","12","Flash flood","Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)","","","14.94","78.16","","","","","","","","","EM-DAT","2007-0250"
"UEI-EM-DAT-FL-2007-0006","2007-07-21","2007-08-03","13","Riverine flood","Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)","","","23.92","91.23","","","","","","","","","EM-DAT","2007-0311"
"UEI-EM-DAT-FL-2007-0007","2007-07-03","2007-09-22","81","Riverine flood","Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces","","","22.63","88.49","","","","","","","","","EM-DAT","2007-0320"
"UEI-EM-DAT-FL-2007-0008","2007-08-12","2007-08-17","5","Riverine flood","Himachal Pradesh province","","","31.24","76.53","","","","","","","","","EM-DAT","2007-0364"
"UEI-EM-DAT-FL-2007-0009","2007-08-08","2007-08-15","7","Riverine flood","Gujarat province","","","22.68","70.93","","","","","","","","","EM-DAT","2007-0415"
"UEI-EM-DAT-FL-2007-0010","2007-09-22","2007-10-03","11","Coastal flood","Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)","","","20.91","86.4","","","","","","","","","EM-DAT","2007-0467"
"UEI-EM-DAT-FL-2007-0011","2007-09-16","2007-10-07","21","Riverine flood","Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)","","","15.71","79.88","","","","","","","","","EM-DAT","2007-0469"
"UEI-EM-DAT-FL-2007-0012","2007-10-27","2007-11-01","5","Riverine flood","Andhra Pradesh, Tamil Nadu province","","","12.73","79.7","","","","","","","","","EM-DAT","2007-0524"
"UEI-EM-DAT-FL-2007-0013","2007-08-03","2007-08-27","24","Riverine flood","Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)","","","20.45","86.2","","","","","","","","","EM-DAT","2007-0596"
"UEI-EM-DAT-FL-2007-0014","2007-07-12","2007-10-10","90","Riverine flood","Assam, Arunachal Pradesh, Meghalaya, Manipur provinces","","","27.58","95.26","","","","","","","","","EM-DAT","2007-0602"
"UEI-EM-DAT-FL-2007-0015","2007-07-16","2007-07-20","4","Riverine flood","Kerala province","","","10.39","76.31","","","","","","","","","EM-DAT","2007-0603"
"UEI-EM-DAT-FL-2008-0001","2008-03-20","2008-03-28","8","","Tamil Nadu, Karnataka provinces","","","10.76","78.72","","","","","","","","","EM-DAT","2008-0130"
"UEI-EM-DAT-FL-2008-0002","2008-06-11","2008-07-21","40","Flash flood","Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces","","","25.18","91.54","","","","","","","","","EM-DAT","2008-0246"
"UEI-EM-DAT-FL-2008-0004","2008-09-05","2008-09-11","6","Riverine flood","Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)","","","16.65","81.38","","","","","","","","","EM-DAT","2008-0415"
"UEI-EM-DAT-FL-2008-0006","2008-08-30","2008-09-08","9","Riverine flood","Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province","","","22.044","94.55","","","","","","","","","EM-DAT","2008-0486"
"UEI-EM-DAT-FL-2008-0008","2008-07-20","2008-08-08","19","Riverine flood","Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces","","","27.5","89.79","","","","","","","","","EM-DAT","2008-0615"
"UEI-EM-DAT-FL-2009-0003","2009-09-25","2009-10-12","17","Riverine flood","Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province","","","15.71","78.23","","","","","","","","","EM-DAT","2009-0429"
"UEI-EM-DAT-FL-2009-0005","2009-11-03","2009-11-08","5","Riverine flood","Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)","","","11.47","77.85","","","","","","","","","EM-DAT","2009-0483"
"UEI-EM-DAT-FL-2010-0001","2010-07-05","2010-07-15","10","Riverine flood","Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces","","","30.18","74.77","","","","","","","","","EM-DAT","2010-0276"
"UEI-EM-DAT-FL-2010-0002","2010-05-18","2010-05-24","6","Riverine flood","Andhra Pradesh province","","","15.22","79.48","","","","","","","","","EM-DAT","2010-0283"
"UEI-EM-DAT-FL-2010-0004","2010-08-06","2010-08-08","2","Flash flood","Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)","","","33.53","76.12","","","","","","","","","EM-DAT","2010-0373"
"UEI-EM-DAT-FL-2010-0005","2010-09-05","2010-09-17","12","Riverine flood","Lakhimpur district (Assam province)","","","26.235","92.25","","","","","","","","","EM-DAT","2010-0416"
"UEI-EM-DAT-FL-2010-0006","2010-09-18","2010-09-30","12","Riverine flood","Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces","","","26.73","82.84","","","","","","","","","EM-DAT","2010-0492"
"UEI-EM-DAT-FL-2010-0007","2010-09-09","2010-09-09","0","Riverine flood","Punjab, Haryana, Uttar Pradesh provinces","","","25.965","76.05","","","","","","","","","EM-DAT","2010-0493"
"UEI-EM-DAT-FL-2010-0008","2010-11-15","2010-12-07","22","Riverine flood","Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)","","","9.88","78.47","","","","","","","","","EM-DAT","2010-0629"
"UEI-EM-DAT-FL-2011-0001","2011-08-10","2011-09-13","34","Riverine flood","West Bengal province","","","22.306","88.34","","","","","","","","","EM-DAT","2011-0327"
"UEI-EM-DAT-FL-2011-0002","2011-09-23","2011-10-23","30","Riverine flood","Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)","","","20.651","86","","","","","","","","","EM-DAT","2011-0371"
"UEI-EM-DAT-FL-2011-0003","2011-08-15","2011-09-08","24","Riverine flood","Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)","","","26.59","92.18","","","","","","","","","EM-DAT","2011-0422"
"UEI-EM-DAT-FL-2011-0004","2011-08-15","2011-10-02","48","Riverine flood","Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)","","","26.376","86.24","","","","","","","","","EM-DAT","2011-0424"
"UEI-EM-DAT-FL-2011-0005","2011-07-23","2011-08-09","17","Riverine flood","Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province","","","28.524","80.93","","","","","","","","","EM-DAT","2011-0428"
"UEI-EM-DAT-FL-2012-0001","2012-06-26","2012-07-13","17","Riverine flood","Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province","","","26.5659","92.44","","","","","","","","","EM-DAT","2012-0179"
"UEI-EM-DAT-FL-2012-0003","2012-08-04","2012-08-09","5","Riverine flood","Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)","","","30.1135","78.85","","","","","","","","","EM-DAT","2012-0334"
"UEI-EM-DAT-FL-2012-0004","2012-09-16","2012-09-18","2","Riverine flood","Rudra Prayag, Bageshwar districts (Uttarakhand province)","","","31.3","76.85","","","","","","","","","EM-DAT","2012-0354"
"UEI-EM-DAT-FL-2012-0005","2012-09-19","2012-09-23","4","Riverine flood"," Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)","","","26.8","93.63","","","","","","","","","EM-DAT","2012-0382"
"UEI-EM-DAT-FL-2013-0001","2013-06-12","2013-06-27","15","Riverine flood","Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces","","","32.714","76.61","","","","","","","","","EM-DAT","2013-0192"
"UEI-EM-DAT-FL-2013-0003","2013-06-23","2013-07-15","22","","Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)","","","27.387","94.92","","","","","","","","","EM-DAT","2013-0282"
"UEI-EM-DAT-FL-2015-0001","2015-03-20","2015-03-31","11","Flash flood","Chadoora village (72811 district, Jammu and Kashmir province)","","","33.1767","76.41","","","","","","","","","EM-DAT","2015-0107"
"UEI-EM-DAT-FL-2015-0002","2015-05-17","2015-05-21","4","Flash flood","Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)","","","10.7121","79.18","","","","","","","","","EM-DAT","2015-0207"
"UEI-EM-DAT-FL-2015-0003","2015-06-19","2015-06-20","1","Riverine flood","Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province","","","21.8734","70.76","","","","","","","","","EM-DAT","2015-0249"
"UEI-EM-DAT-FL-2015-0005","2015-07-15","2015-08-19","35","Riverine flood","Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","","","26.2074","82.62","","","","","","","","","EM-DAT","2015-0317"
"UEI-EM-DAT-FL-2015-0007","2015-08-13","2015-08-19","6","","Assam province","","","26.8946","93.75","","","","","","","","","EM-DAT","2015-0374"
"UEI-EM-DAT-FL-2015-0010","2015-11-08","2015-12-04","26","","Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province","","","118.278","788.55","","","","","","","","","EM-DAT","2015-0504"
"UEI-EM-DAT-FL-2016-0001","2016-04-22","2016-04-25","3","","Arunachal Pradesh, Assam, Nagaland provinces","","","27.464","95.607","","","","","","","","","EM-DAT","2016-0139"
"UEI-EM-DAT-FL-2016-0002","2016-06-25","2016-07-01","6","Flash flood","Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces","","","27.068","93.95","","","","","","","","","EM-DAT","2016-0239"
"UEI-EM-DAT-FL-2016-0007","2016-09-21","2016-09-29","8","","Andhra Pradesh province, Telangana","","","17.654","80.34","","","","","","","","","EM-DAT","2016-0391"
"UEI-EM-DAT-FL-2017-0008","2017-10-30","2017-11-08","9","Flash flood","Chenai (Tamil Nadu)","","","10.489","79.004","","","","","","","","","EM-DAT","2017-0495"
